Track Name,Artist Name(s),Album Name,Album Release Date,Track Duration (ms),Explicit,Popularity,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Label,song_clean,artist_clean
Back At One,Brian McKnight,Back At One,1999-09-21,263666,False,72,Quiet Storm,0.66,0.347,11.0,-9.114,1.0,0.03,0.452,0.0,0.131,0.256,129.747,4.0,Motown,back at one,brian mcknight
I Wanna Love You Forever,Jessica Simpson,Sweet Kisses,1999-11-16,263800,False,55,,0.59,0.666,4.0,-4.047,0.0,0.0244,0.156,0.0,0.136,0.0743,104.042,4.0,Columbia,i wanna love you forever,jessica simpson
My Love Is Your Love,Whitney Houston,My Love Is Your Love,1998-11-17,261573,False,69,,0.77,0.475,7.0,-9.512,1.0,0.159,0.0561,4.72e-06,0.0607,0.473,82.511,4.0,Arista,my love is your love,whitney houston
I Knew I Loved You,Savage Garden,Affirmation,1999-11-09,250360,False,72,,0.61,0.497,9.0,-9.88,1.0,0.0279,0.32,6.11e-05,0.0884,0.739,85.031,4.0,Columbia,i knew i loved you,savage garden
Auld Lang Syne,Kenny G,The Classic Christmas Album,2012-09-21,293346,False,27,Smooth Jazz,0.16,0.296,0.0,-11.86,1.0,0.0348,0.111,0.847,0.101,0.0388,62.33,4.0,Arista/Legacy,auld lang syne,kenny g
I Need to Know,Marc Anthony,Marc Anthony,1999-09-28,227706,False,55,Salsa,0.813,0.949,3.0,-2.563,0.0,0.0336,0.486,9.75e-06,0.112,0.792,115.061,4.0,Columbia,i need to know,marc anthony
Bring It All to Me (feat. *NSYNC),"Blaque, *NSYNC",Blaque,1999-05-28,218186,False,59,,0.695,0.579,0.0,-5.066,1.0,0.0325,0.000479,0.0,0.0556,0.726,88.957,4.0,Sony Music Entertainment,bring it all to me,blaque
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)","Donell Jones, Lisa ""Left Eye"" Lopes",Where I Wanna Be,1999-05-29,243733,True,67,R&B,0.854,0.543,8.0,-6.166,0.0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032,4.0,Arista/LaFace Records,u know whats up,donell jones
What a Girl Wants,Christina Aguilera,Christina Aguilera (Expanded Edition),1999,215800,False,69,,0.754,0.819,0.0,-6.833,1.0,0.112,0.0684,0.0,0.345,0.818,142.137,4.0,RCA Records Label,what a girl wants,christina aguilera
Girl On TV,LFO,LFO,1999-08-10,247600,False,52,,0.688,0.716,4.0,-4.001,0.0,0.0297,0.131,0.0,0.134,0.352,96.043,4.0,Arista,girl on tv,lfo
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,"Eiffel 65, Gabry Ponte",Europop,2011-01-05,283747,False,78,Eurodance,0.822,0.969,7.0,-11.471,0.0,0.0582,0.259,0.000153,0.39,0.765,128.007,4.0,Hits Only,blue,eiffel 65
24/7,Kevon Edmonds,24/7,1999-10-25,274266,False,43,Quiet Storm,0.696,0.627,4.0,-5.629,1.0,0.0334,0.0685,0.0,0.0993,0.322,116.047,4.0,RCA Records Label,247,kevon edmonds
He Can't Love U,Jagged Edge,J.E. Heartbreak,2000-01-18,244053,False,54,R&B,0.721,0.836,8.0,-3.972,0.0,0.206,0.112,0.0,0.235,0.508,126.279,4.0,So So Def,he cant love u,jagged edge
Then The Morning Comes,Smash Mouth,Astro Lounge,1999-06-08,182266,False,53,,0.729,0.882,5.0,-5.025,0.0,0.0283,0.0227,0.0,0.0873,0.964,118.58,4.0,Interscope,then the morning comes,smash mouth
That's the Way It Is,Céline Dion,Love Again (Soundtrack from the Motion Picture),2023-05-12,242626,False,71,Variété Française,0.529,0.862,4.0,-5.528,1.0,0.0676,0.0756,0.0,0.114,0.535,186.026,4.0,Columbia,thats the way it is,celine dion
Waiting for Tonight,Jennifer Lopez,On The 6,1999-06-01,246426,False,70,,0.695,0.945,10.0,-6.165,0.0,0.0418,0.00341,0.0727,0.103,0.84,125.013,4.0,Work,waiting for tonight,jennifer lopez
Get It On Tonite,Montell Jordan,Best Of Montell Jordan,2015-09-25,277413,False,61,New Jack Swing,0.807,0.498,10.0,-9.91,0.0,0.0755,0.259,3.04e-05,0.0618,0.857,99.001,4.0,Def Soul,get it on tonite,montell jordan
Don't Say You Love Me,M2M,Shades of Purple,2000-02-15,225200,False,65,,0.627,0.723,1.0,-6.241,0.0,0.0341,0.0141,3.66e-05,0.118,0.596,97.555,4.0,Atlantic Records,dont say you love me,m2m
Dancing in the Spark,"Guy, Lin Forester",Dancing in the Spark,2025-05-08,240024,False,40,,0.862,0.725,2.0,-7.593,1.0,0.0901,0.0237,0.0,0.651,0.427,104.965,4.0,GLMD,dancing in the spark,guy lin forester
Stay The Night - Radio Edit,IMx,Greatest Hits: Immature,2001-01-01,219466,False,31,,0.585,0.709,11.0,-5.604,1.0,0.0611,0.0111,0.0,0.202,0.726,183.22,4.0,Hip-O (UC),stay the night,imx
Meet Virginia,Train,Train,1998-02-24,239933,False,65,Soft Pop,0.675,0.553,7.0,-7.775,1.0,0.0486,0.0863,7.58e-06,0.118,0.594,90.02,4.0,Aware,meet virginia,train
Unpretty,TLC,Fanmail,1999-02-23,278066,False,64,,0.648,0.622,7.0,-6.063,1.0,0.0428,0.00152,5.97e-05,0.109,0.51,88.684,4.0,Arista/LaFace Records,unpretty,tlc
Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,1999-11-02,235293,False,78,Rock,0.465,0.919,4.0,-4.025,1.0,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,4.0,RCA Records Label,learn to fly,foo fighters
Steal My Sunshine,LEN,You Can't Stop The Bum Rush,1999-05-25,265533,False,65,,0.412,0.829,4.0,-11.112,1.0,0.529,0.394,0.0,0.108,0.677,191.476,4.0,Work,steal my sunshine,len
Where My Girls At,702,702,1999-01-01,166693,False,64,R&B,0.705,0.725,4.0,-7.435,1.0,0.0506,0.0352,0.0149,0.194,0.76,92.186,4.0,Motown,where my girls at,702
Big Deal,LeAnn Rimes,LeAnn Rimes,1996-10-26,188266,False,33,,0.498,0.806,2.0,-5.297,1.0,0.0394,0.00472,0.0,0.127,0.677,151.781,4.0,Curb Records,big deal,leann rimes
Someday,Sugar Ray,14:59,1999-01-12,242800,False,71,,0.745,0.682,1.0,-4.39,0.0,0.0287,0.0105,0.0836,0.21,0.939,110.855,4.0,RT Industries,someday,sugar ray
Hanginaround,Counting Crows,This Desert Life,1999,247333,False,65,,0.503,0.785,0.0,-6.571,1.0,0.0743,0.295,0.0,0.744,0.734,91.464,4.0,Geffen,hanginaround,counting crows
Take A Picture,Filter,Title Of Record (Expanded Edition),1999-08-24,363800,False,68,Industrial Rock,0.541,0.776,2.0,-8.042,1.0,0.0298,0.00147,0.000221,0.178,0.282,98.986,4.0,Craft Recordings,take a picture,filter
Mambo No. 5 (a Little Bit of...),Lou Bega,A Little Bit of Mambo,1999-07-19,220293,False,80,,0.622,0.807,5.0,-6.752,0.0,0.408,0.103,0.0,0.306,0.892,174.06,4.0,Sony Music/Vorsicht Musik,mambo no 5,lou bega
Get Gone,Ideal,Ideal,1999-01-01,275173,False,43,,0.702,0.52,10.0,-8.581,1.0,0.0725,0.435,0.0,0.299,0.467,120.005,4.0,Virgin Records,get gone,ideal
Black Balloon,The Goo Goo Dolls,Dizzy up the Girl,1998,249533,False,66,,0.339,0.625,1.0,-8.57,1.0,0.028,0.057,0.000102,0.229,0.334,104.68,4.0,Warner Records,black balloon,goo goo dolls
Rhythm Divine,Enrique Iglesias,Enrique,1999-11-23,209773,False,59,Latin Pop,0.628,0.971,9.0,-2.713,0.0,0.16,0.13,0.0,0.0937,0.443,101.999,4.0,Interscope,rhythm divine,enrique iglesias
If You Love Me,Mint Condition,Life's Aquarium,1999-10-22,385719,False,44,Quiet Storm,0.442,0.585,6.0,-6.012,1.0,0.0305,0.606,5.85e-05,0.185,0.233,118.736,4.0,Elektra Records,if you love me,mint condition
Breathe,Faith Hill,Breathe,1999-11-09,250546,False,69,Country,0.529,0.496,7.0,-9.007,1.0,0.029,0.173,0.0,0.251,0.278,136.859,4.0,Warner Records,breathe,faith hill
Say My Name,Destiny's Child,The Writing's On The Wall,1999-07-27,271333,False,81,,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009,4.0,Columbia,say my name,destinys child
Amazed,Lonestar,Lonely Grill,1999,240866,False,72,Country,0.561,0.543,1.0,-8.498,1.0,0.0324,0.26,0.0,0.124,0.243,139.803,4.0,BNA Records Label,amazed,lonestar
Shake Your Bon-Bon,Ricky Martin,Ricky Martin,1999,192333,False,46,Latin Pop,0.638,0.937,0.0,-4.642,1.0,0.0444,0.0942,0.0,0.327,0.762,100.03,4.0,C2Records/Columbia,shake your bonbon,ricky martin
This Gift,98º,This Christmas,1999-01-01,246933,False,31,,0.622,0.541,0.0,-8.643,1.0,0.0332,0.473,0.0,0.0819,0.4,86.963,4.0,Motown,this gift,98 degrees
He Didn't Have to Be,Brad Paisley,Who Needs Pictures,1999-06-01,282933,False,52,Country,0.508,0.39,9.0,-10.079,1.0,0.0284,0.144,2.16e-06,0.241,0.197,72.903,4.0,Arista Nashville,he didnt have to be,brad paisley
All The Small Things,blink-182,Enema Of The State,1999-06-01,167066,False,84,Pop Punk,0.434,0.897,0.0,-4.918,1.0,0.0488,0.0103,0.0,0.612,0.685,148.708,4.0,Geffen,all the small things,blink182
Cowboy Take Me Away,The Chicks,Fly,1999-08-27,287266,False,73,Country,0.467,0.622,6.0,-7.255,1.0,0.031,0.365,0.00527,0.0982,0.455,164.418,4.0,Monument,cowboy take me away,dixie chicks
What Do You Say,Reba McEntire,So Good Together,1999-11-23,209933,False,39,Country,0.461,0.413,8.0,-12.555,1.0,0.0432,0.141,0.0,0.1,0.368,171.186,4.0,MCA Nashville,what do you say,reba
Caught Out There,Kelis,Kaleidoscope,1999-01-01,291706,False,50,,0.848,0.691,7.0,-6.775,1.0,0.093,0.0511,0.0081,0.0723,0.922,92.996,4.0,[PIAS] Recordings Catalogue,caught out there,kelis
My Best Friend,Tim McGraw,A Place In The Sun,1999-05-04,279866,False,60,Country,0.444,0.484,9.0,-8.311,1.0,0.0289,0.12,0.0,0.135,0.263,147.715,4.0,Curb Records,my best friend,tim mcgraw
When I Said I Do (with Lisa Hartman Black),"Clint Black, Lisa Hartman Black",D' Lectrified,1999-09-28,268786,False,46,Country,,,,,,,,,,,,,RCA Records Label Nashville,when i said i do,clint black
Higher,Creed,Human Clay,1999-01-01,316733,False,82,Post-Grunge,0.459,0.83,2.0,-6.254,1.0,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,4.0,The Bicycle Music Company,higher,creed
Sexual (Li Da Di) - Thunderpuss Remix,"Amber, Thunderpuss",Amber,1999-09-21,226226,False,44,Eurodance,0.623,0.898,4.0,-6.604,0.0,0.0309,0.000192,0.303,0.138,0.786,130.991,4.0,"Tommy Boy Music, LLC",sexual,amber
None Of Ur Friends Business,Ginuwine,100% Ginuwine,1999-03-15,365800,False,56,R&B,0.83,0.414,9.0,-11.136,0.0,0.197,0.243,0.0,0.627,0.556,99.234,4.0,550 Music,none of ur friends business,ginuwine
Deck The Halls,SHeDAISY,Brand New Year,2000-01-01,229773,False,12,,0.568,0.828,1.0,-7.123,0.0,0.0403,0.0151,2.05e-05,0.167,0.407,118.836,4.0,Lyric Street,deck the halls,shedaisy
Show Me the Meaning of Being Lonely,Backstreet Boys,Millennium,1999-05-18,234960,False,74,,0.63,0.625,6.0,-5.088,0.0,0.0252,0.231,0.0,0.0765,0.683,167.998,4.0,Jive,show me the meaning of being lonely,backstreet boys
Pop a Top,Alan Jackson,Under The Influence,1999-10-25,185333,False,52,Country,0.693,0.444,2.0,-10.58,1.0,0.0312,0.259,0.0,0.349,0.781,118.077,4.0,Arista Nashville,pop a top,alan jackson
Angels,Robbie Williams,Life Thru A Lens,1997-01-01,265000,False,80,,0.429,0.594,4.0,-6.251,1.0,0.0277,0.156,4.95e-06,0.1,0.236,150.22,4.0,Universal-Island Records Ltd.,angels,robbie williams
Deep Inside,"Mary J. Blige, Elton John",Mary,1999-01-01,326000,False,37,R&B,0.767,0.565,0.0,-6.788,1.0,0.035,0.0331,2.94e-06,0.0781,0.672,129.251,4.0,Geffen*,deep inside,mary j blige
One Night Stand (feat. LaTocha Scott of Xscape),J-Shin (Featuring LaTocha Scott of Xscape),"My Soul, My Life",2000-02-18,202493,False,4,,0.897,0.668,1.0,-4.335,1.0,0.327,0.00709,0.0,0.0751,0.685,103.952,4.0,Atlantic Records,one night stand,jshin featuring latocha scott
The Great Beyond,R.E.M.,In Time: The Best Of R.E.M. 1988-2003,2003-01-01,307000,False,56,Jangle Pop,0.329,0.747,10.0,-6.411,1.0,0.0297,0.125,2.08e-06,0.197,0.177,109.702,4.0,Concord Records,the great beyond,rem
I'm Gonna Love You Through It,Martina McBride,Eleven,2011-01-01,227613,False,47,Country,0.431,0.657,5.0,-5.12,1.0,0.0304,0.317,0.0,0.0893,0.259,142.527,4.0,Big Machine Label Group,im gonna love you through it,martina mcbride
No More Rain (In This Cloud),Angie Stone,Black Diamond (Deluxe Edition),1999-09-27,283701,False,57,Neo Soul,0.698,0.662,7.0,-7.997,0.0,0.0861,0.567,1.44e-06,0.0876,0.815,141.666,4.0,BRM / Peace Bisquit,no more rain,angie stone
All Things Considered,Yankee Grey,Untamed,1999-09-07,159666,False,36,,0.656,0.746,8.0,-5.379,1.0,0.0325,0.237,0.0,0.0214,0.96,140.865,4.0,Monument,all things considered,yankee grey
Guerrilla Radio,Rage Against The Machine,The Battle Of Los Angeles,1999-11-02,206200,True,76,Rap Metal,0.599,0.957,11.0,-5.764,1.0,0.188,0.0129,7.06e-05,0.155,0.489,103.68,4.0,Epic,guerrilla radio,rage against the machine
The Chemicals Between Us - Remastered,Bush,The Science Of Things (Remastered),1999-10-26,217493,False,61,Grunge,0.51,0.957,7.0,-3.968,1.0,0.149,0.00268,0.0697,0.267,0.389,97.642,4.0,Craft Recordings,the chemicals between us,bush
Smile,Lonestar,Lonely Grill,1999,213760,False,48,Country,0.467,0.492,7.0,-8.908,1.0,0.0295,0.234,0.0,0.113,0.156,74.945,4.0,BNA Records Label,smile,lonestar
We Can't Be Friends (with R.L.),"Deborah Cox, R.L.",One Wish,1998-09-17,281640,False,48,Quiet Storm,0.387,0.449,1.0,-7.515,1.0,0.0333,0.0359,0.0,0.0915,0.0695,119.916,4.0,Arista,we cant be friends,deborah cox with rl
All I Want for Christmas Is You,Mariah Carey,Merry Christmas,1994-10-28,241106,False,70,Christmas,0.336,0.627,7.0,-7.463,1.0,0.0384,0.164,0.0,0.0708,0.35,150.273,4.0,Columbia,all i want for christmas is you,mariah carey
There She Goes,Sixpence None The Richer,Sixpence None the Richer,1997-11-22,164280,False,71,,0.498,0.789,10.0,-5.724,1.0,0.0319,0.000856,5.83e-06,0.104,0.455,120.176,4.0,Word Entertainment,there she goes,sixpence none the richer
The Greatest Romance Ever Sold,Prince,Rave Un2 the Joy Fantastic,1999-11-02,333226,False,32,Funk Rock,0.844,0.457,8.0,-6.859,1.0,0.0422,0.37,4.88e-06,0.0768,0.594,90.022,4.0,Legacy Recordings,the greatest romance ever sold,prince
I Wanna Know,Joe,My Name Is Joe,2000-04-18,296693,False,70,R&B,0.725,0.487,8.0,-5.959,0.0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,4.0,Jive,i wanna know,joe
Give You What You Want (Fa Sure),Chico DeBarge,The Game,1999-01-01,280040,False,21,Neo Soul,0.85,0.675,10.0,-7.915,0.0,0.0442,0.0107,0.0,0.0914,0.816,131.996,4.0,Motown,give you what you want,chico debarge
Bug a Boo,Destiny's Child,The Writing's On The Wall,1999-07-27,212440,False,56,,0.76,0.718,6.0,-3.087,1.0,0.147,0.00413,7.63e-06,0.18,0.927,104.42,4.0,Columbia,bug a boo,destinys child
(You Drive Me) Crazy,Britney Spears,...Baby One More Time (Digital Deluxe Version),1999-01-12,198066,False,70,Pop,0.748,0.939,0.0,-4.288,0.0,0.0341,0.0534,0.0,0.32,0.96,104.001,4.0,Jive,crazy,britney spears
Home to You,John Michael Montgomery,Home to You,1999-05-14,209066,False,42,Country,0.646,0.366,5.0,-11.183,1.0,0.0233,0.582,0.000228,0.128,0.272,90.338,4.0,Atlantic Nashville,home to you,john michael montgomery
The Rockafeller Skank,Fatboy Slim,You've Come A Long Way Baby,1998-01-01,413880,False,57,Big Beat,0.665,0.991,7.0,-6.725,1.0,0.256,0.0117,0.00392,0.339,0.0676,152.596,4.0,Astralwerks,the rockafeller skank,fatboy slim
She Thinks My Tractor's Sexy,Kenny Chesney,Everywhere We Go,1999-02-26,248066,False,69,Country,0.689,0.886,10.0,-7.066,0.0,0.0382,0.0664,0.0,0.278,0.906,122.07,4.0,BNA Records Label,she thinks my tractors sexy,kenny chesney
"Live, Laugh, Love","Clay Walker, Ed Seay","Live, Laugh, Love",1999,246266,False,36,Country,0.647,0.746,2.0,-10.597,1.0,0.0437,0.195,0.0,0.0271,0.946,98.991,4.0,Rhino/Warner Records,live laugh love,clay walker
Larger Than Life,Backstreet Boys,Millennium,1999-05-18,232826,False,74,,0.661,0.973,0.0,-2.994,0.0,0.037,0.11,1.74e-05,0.617,0.75,108.037,4.0,Jive,larger than life,backstreet boys
The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",Greatest Hits,2006,389880,False,45,R&B,0.662,0.536,0.0,-7.679,1.0,0.0689,0.537,0.0,0.0942,0.302,111.845,4.0,Sony Urban/Epic,the best man i can be,ginuwine rl tyrese case
L.A. Song - Bonus Track,Beth Hart,37 Days,2008-11-09,249773,False,25,Blues,0.628,0.57,7.0,-8.188,1.0,0.0303,0.141,8.21e-05,0.071,0.16,129.982,4.0,Provogue,la song,beth hart
Re-Arranged,Limp Bizkit,Significant Other,1999,354733,True,68,Nu Metal,0.519,0.771,11.0,-7.175,1.0,0.0734,0.0995,0.0529,0.0612,0.413,104.498,4.0,Interscope,rearranged,limp bizkit
The Quittin' Kind,Joe Diffie,A Night To Remember,1999-06-01,207466,False,16,Country,0.595,0.904,7.0,-4.803,1.0,0.0355,0.03,4.43e-05,0.397,0.6,102.002,4.0,Epic,the quittin kind,joe diffie
Falls Apart,Sugar Ray,14:59,1999-01-12,255160,False,46,,0.562,0.897,4.0,-3.974,1.0,0.0306,0.00321,0.00623,0.248,0.6,103.453,4.0,RT Industries,falls apart,sugar ray
Back At One,Mark Wills,Permanently,2000-01-01,246493,False,43,Country,0.627,0.451,11.0,-9.462,1.0,0.0275,0.174,0.0,0.0634,0.291,129.872,4.0,Mercury Nashville,back at one,mark wills
Music of My Heart (feat. *NSYNC),"Gloria Estefan, *NSYNC",Greatest Hits,2005-10-25,271160,False,42,,0.375,0.556,11.0,-7.196,1.0,0.041,0.4,0.0,0.0956,0.397,111.827,4.0,Jive,music of my heart,nsync  gloria estefan
What's My Name,DMX,...And Then There Was X,1999-12-21,232333,True,60,East Coast Hip Hop,0.647,0.98,7.0,-3.463,1.0,0.356,0.0301,8.4e-05,0.045,0.4,188.302,5.0,RAL,whats my name,dmx
Never Let You Go - 2008 Remaster,Third Eye Blind,Blue,1999,237240,False,70,,0.728,0.94,4.0,-5.034,1.0,0.0368,0.0814,0.000162,0.109,0.967,113.76,4.0,Elektra Records,never let you go,third eye blind
It Feels So Good,"Matt Sassari, HUGEL, Sonique",It Feels So Good,2024-11-01,160973,False,83,Tech House,0.704,0.82,5.0,-5.663,0.0,0.0282,0.0034,0.000134,0.261,0.84,128.007,4.0,Cr2 Records,it feels so good,sonique
Everything You Want,Vertical Horizon,Everything You Want,1999-06-14,257066,False,66,,0.636,0.761,3.0,-6.389,0.0,0.0306,0.0517,0.0,0.0642,0.736,93.896,4.0,RCA Records Label,everything you want,vertical horizon
Breathe And Stop,Q-Tip,Amplified,1999-11-23,243866,True,50,East Coast Hip Hop,0.881,0.83,7.0,-4.563,1.0,0.172,0.0144,0.00771,0.0626,0.765,98.793,4.0,Arista,breathe and stop,qtip
Untitled (How Does It Feel),D'Angelo,Voodoo,2000-01-01,430800,False,61,Neo Soul,0.838,0.304,4.0,-9.975,0.0,0.0626,0.16,0.0267,0.0828,0.221,112.618,3.0,Virgin Records,untitled,dangelo
Smoke Rings In The Dark,Gary Allan,Smoke Rings In The Dark (Deluxe Edition),1999-10-19,257646,False,58,Country,0.534,0.596,2.0,-7.148,1.0,0.0279,0.277,0.000359,0.148,0.147,114.957,4.0,MCA Nashville,smoke rings in the dark,gary allan
Bye Bye Bye,*NSYNC,No Strings Attached,2000-03-21,200400,False,83,,0.61,0.926,8.0,-4.843,0.0,0.0479,0.031,0.0012,0.0821,0.861,172.638,4.0,Jive,bye bye bye,nsync
The Best Day,George Strait,Latest Greatest Straitest Hits,2000-01-01,204066,False,46,Country,0.647,0.49,9.0,-5.044,1.0,0.0288,0.676,0.0,0.231,0.298,132.336,4.0,MCA Nashville,the best day,george strait
Thong Song,Sisqo,Unleash The Dragon,1999-11-30,253733,True,74,,0.707,0.888,2.0,-6.959,1.0,0.0654,0.12,9.64e-05,0.07,0.714,121.543,4.0,Def Jam Recordings,thong song,sisqo
"Tricky, Tricky",Lou Bega,A Little Bit of Mambo,1999-07-19,203133,False,34,,0.858,0.947,0.0,-3.557,1.0,0.235,0.125,0.0,0.0367,0.967,151.037,4.0,Sony Music/Vorsicht Musik,tricky tricky,lou bega
From the Bottom of My Broken Heart,Britney Spears,...Baby One More Time (Digital Deluxe Version),1999-01-12,312533,False,55,Pop,0.677,0.665,7.0,-5.171,1.0,0.0305,0.56,1.01e-06,0.338,0.706,74.981,4.0,Jive,from the bottom of my broken heart,britney spears
How Do You Like Me Now?!,Toby Keith,How Do You Like Me Now?!,1999-01-01,209066,False,72,Country,0.648,0.667,0.0,-8.986,1.0,0.0311,0.0534,6.75e-06,0.0908,0.666,109.607,4.0,Universal Music Mexico,how do you like me now,toby keith
Lessons Learned,Tracy Lawrence,Then And Now: The Hits Collection,2005-01-01,178973,False,39,Country,0.658,0.793,5.0,-5.129,1.0,0.027,0.0549,0.0,0.163,0.871,124.554,4.0,DreamWorks Nashville,lessons learned,tracy lawrence
Put Your Hand In Mine,Tracy Byrd,It's About Time,1999-10-30,271773,False,19,Country,0.495,0.488,3.0,-7.477,1.0,0.0309,0.125,0.0,0.189,0.237,72.064,4.0,RCA Records Label Nashville,put your hand in mine,tracy byrd
Because You Love Me,Jo Dee Messina,I'm Alright,1998-03-17,231280,False,40,Country,0.418,0.351,9.0,-9.407,1.0,0.0293,0.569,0.0,0.103,0.139,145.379,4.0,Curb Records,because you love me,jo dee messina
I Don't Wanna,Aaliyah,Ultimate Aaliyah,2005-05-10,256560,False,59,R&B,0.707,0.514,9.0,-7.286,0.0,0.0355,0.517,0.0,0.286,0.686,130.02,4.0,Blackground Records,i dont wanna,aaliyah
I Like It,"Sammie, JT Money",From The Bottom To The Top,2000-01-01,251040,False,48,Miami Bass,0.826,0.656,9.0,-8.529,1.0,0.0617,0.0101,0.000113,0.0272,0.852,129.963,4.0,Capitol Records,i like it,sammie
Tal Vez,Ricky Martin,Almas Del Silencio,2003-04-21,279226,False,65,Latin Pop,0.512,0.615,11.0,-5.318,1.0,0.0319,0.216,0.0,0.123,0.193,115.884,4.0,Sony Music Latin,tal vez,ricky martin
Are You Happy Now?,Michelle Branch,Hotel Paper,2003-06-24,230760,False,55,,0.484,0.827,8.0,-5.324,1.0,0.046,0.0039,0.00143,0.0876,0.717,179.566,4.0,Maverick,are you happy now,michelle branch
Act A Fool,Ludacris,The Source Presents Hip Hop Hits Vol. 7,2003-01-01,272320,True,54,Southern Hip Hop,0.568,0.895,0.0,-3.301,1.0,0.333,0.152,0.0,0.209,0.778,109.967,5.0,The Source,act a fool,ludacris
Like Glue,Sean Paul,Dutty Rock (20th Anniversary),2022-11-11,232506,False,69,Dancehall,0.757,0.78,1.0,-5.038,1.0,0.319,0.0811,0.0,0.113,0.589,97.917,4.0,VP Records,like glue,sean paul
Where Is The Love?,Black Eyed Peas,Elephunk,2003-06-24,272533,False,84,,0.834,0.699,5.0,-3.222,1.0,0.178,0.111,0.0,0.131,0.809,94.086,4.0,A&M,where is the love,the black eyed peas
In Those Jeans,Ginuwine,The Senior,2003-04-08,243306,True,64,R&B,0.691,0.541,1.0,-5.873,1.0,0.0776,0.508,0.0,0.0753,0.319,127.683,4.0,Epic,in those jeans,ginuwine
Celebrity,Brad Paisley,Mud On The Tires,2003-01-01,223200,False,46,Country,0.642,0.75,0.0,-7.318,1.0,0.0313,0.378,1.33e-05,0.139,0.795,123.813,4.0,Arista Nashville,celebrity,brad paisley
Come Over (feat. Tank),"Aaliyah, Tank",I Care 4 U,2002-12-10,235106,False,55,R&B,0.759,0.458,5.0,-7.894,0.0,0.0754,0.559,0.000107,0.164,0.641,109.15,4.0,Blackground Records,come over,aaliyah
"Swing, Swing",The All-American Rejects,The All-American Rejects,2002-10-15,233266,False,71,Pop Punk,0.553,0.717,7.0,-5.857,1.0,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,4.0,Interscope,swing swing,the allamerican rejects
Tell Me Something Bad About Tulsa,George Strait,Honkytonkville,2003-01-01,196973,False,32,Country,0.6,0.423,2.0,-8.193,1.0,0.0264,0.579,0.00213,0.121,0.278,129.581,4.0,MCA Nashville,tell me something bad about tulsa,george strait
Help Pour Out the Rain (Lacey's Song),Buddy Jewell,Buddy Jewell,2003-07-01,229093,False,43,Christian Country,0.565,0.562,0.0,-7.43,1.0,0.0339,0.263,0.0,0.0994,0.652,75.035,4.0,Columbia,help pour out the rain,buddy jewell
What Was I Thinkin',Dierks Bentley,Dierks Bentley,2003-01-01,260826,False,74,Country,0.551,0.825,5.0,-6.24,0.0,0.044,0.152,6.2e-06,0.0999,0.933,164.857,4.0,Capitol Nashville,what was i thinkin,dierks bentley
This Is The Night,Clay Aiken,Bridge Over Troubled Water/This Is The Night,2003-06-03,212200,False,23,Christmas,0.528,0.56,11.0,-8.296,1.0,0.0268,0.151,1.28e-06,0.3,0.372,99.037,4.0,RCA Records Label,this is the night,clay aiken
Flying Without Wings,Ruben Studdard,Soulful,2003-12-08,226133,False,36,Gospel,0.498,0.493,8.0,-7.748,1.0,0.0369,0.75,0.0,0.115,0.222,146.049,4.0,J Records,flying without wings,ruben studdard
Shake Ya Tailfeather - Radio Edit,"Murphy Lee, Nelly, Diddy",Murphy's Law,2003-01-01,295173,False,66,Hip Hop,0.715,0.733,1.0,-7.068,1.0,0.262,0.134,0.0,0.157,0.897,87.665,4.0,Motown,shake ya tailfeather,nelly p diddy  murphy lee
Dance With My Father,Luther Vandross,Dance With My Father,2003-06-10,266000,False,64,Quiet Storm,0.739,0.341,10.0,-9.971,1.0,0.0378,0.525,1.1e-06,0.072,0.231,80.958,4.0,J Records,dance with my father,luther vandross
Addicted,Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",2002-03-19,232066,False,65,Pop Punk,0.522,0.751,1.0,-5.46,1.0,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,3.0,Rhino Atlantic,addicted,simple plan
It's Five O'Clock Somewhere,"Alan Jackson, Jimmy Buffett",Greatest Hits Volume II,2003-10-09,229800,False,72,Country,0.714,0.774,2.0,-6.713,1.0,0.0367,0.219,0.0,0.203,0.887,125.199,4.0,Arista Nashville,its five oclock somewhere,alan jackson  jimmy buffett
"No Shoes, No Shirt, No Problems",Kenny Chesney,"No Shoes, No Shirt, No Problems",2002-04-02,209666,False,65,Country,0.719,0.546,7.0,-10.239,1.0,0.032,0.243,0.00844,0.181,0.669,117.925,4.0,BNA Records Label,no shoes no shirt no problems,kenny chesney
