Track Name,Artist Name(s),Album Name,Album Release Date,Track Duration (ms),Explicit,Popularity,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Label,song_clean,artist_clean
"Mary, Did You Know?",Pentatonix,That's Christmas To Me (Deluxe Edition),2015-10-30,203373,False,58,Christmas,0.508,0.312,11.0,-9.088,0.0,0.0271,0.302,0.0,0.0968,0.178,105.025,4.0,RCA Records Label,mary did you know,pentatonix
Night Changes,One Direction,FOUR (Deluxe),2014-11-17,226600,False,90,,0.672,0.52,8.0,-7.747,1.0,0.0353,0.859,0.0,0.115,0.37,120.001,4.0,Syco Music,night changes,one direction
Do They Know It's Christmas? - 2014,Band Aid 30,Do They Know It’s Christmas?,2024-11-25,228933,False,19,Christmas,0.633,0.515,0.0,-8.61,1.0,0.0298,0.357,0.0,0.143,0.318,112.001,4.0,UMC (Universal Music Catalogue),do they know its christmas,band aid 30
CoCo,O.T. Genasis,CoCo,2014-11-10,239573,True,62,,0.886,0.628,8.0,-5.949,1.0,0.131,0.00215,1.15e-05,0.31,0.178,119.906,4.0,The Conglomerate Entertainment/Atlantc Records,coco,ot genasis
Baby It's Cold Outside (with Michael Bublé),"Idina Menzel, Michael Bublé",Holiday Wishes,2014-10-10,166146,False,50,Musicals,0.553,0.476,0.0,-8.869,1.0,0.0649,0.647,0.0,0.281,0.558,113.401,3.0,Warner Records,baby its cold outside,idina menzel duet with michael buble
Take Me To Church - The Voice Performance,Matt McAndrew,The Complete Season 7 Collection (The Voice Performance),2015-02-17,212790,False,18,,0.421,0.681,4.0,-5.784,0.0,0.0319,0.00154,0.0,0.116,0.262,127.974,4.0,Universal Motown Records Group,take me to church,matt mcandrew
Stockholm Syndrome,One Direction,FOUR (Deluxe),2014-11-17,214720,False,70,,0.678,0.933,2.0,-4.959,1.0,0.14,0.0734,0.0,0.0863,0.336,120.572,4.0,Syco Music,stockholm syndrome,one direction
7/11,Beyoncé,BEYONCÉ [Platinum Edition],2014-11-24,213506,False,74,,0.747,0.705,9.0,-5.137,0.0,0.126,0.0128,0.0,0.126,0.56,136.024,4.0,Parkwood Entertainment/Columbia,711,beyonce
Santa Tell Me,Ariana Grande,Santa Tell Me,2014-11-24,204093,False,66,Pop,0.525,0.621,7.0,-7.364,1.0,0.117,0.0489,0.0,0.291,0.592,191.868,4.0,Universal Records,santa tell me,ariana grande
I Lived,OneRepublic,Native,2013-01-01,234546,False,80,Soft Pop,0.593,0.85,9.0,-5.456,1.0,0.0447,0.0678,0.0,0.271,0.344,119.984,4.0,Mosley / Interscope,i lived,onerepublic
I Walk The Line - The Voice Performance,Craig Wayne Boyd,The Complete Season 7 Collection (The Voice Performance),2015-02-17,187721,False,13,,0.321,0.618,2.0,-6.24,1.0,0.0327,0.164,0.0517,0.123,0.36,150.245,4.0,Universal Motown Records Group,i walk the line,craig wayne boyd
I See You,Luke Bryan,Crash My Party,2013-01-01,185986,False,63,Country,0.657,0.821,6.0,-3.388,1.0,0.0352,0.0838,0.0,0.0442,0.714,130.003,4.0,Capitol Records Nashville,i see you,luke bryan
Sledgehammer,Fifth Harmony,Reflection (Deluxe),2015-01-30,230906,False,63,,0.671,0.777,2.0,-4.322,1.0,0.046,0.0057,0.0011,0.0783,0.289,99.98,4.0,Syco Music/Epic,sledgehammer,fifth harmony
Time of Our Lives,"Pitbull, Ne-Yo",Globalization,2014-11-24,229360,True,87,,0.721,0.802,1.0,-5.797,1.0,0.0583,0.0921,0.0,0.694,0.724,124.022,4.0,Mr.305/Polo Grounds Music/RCA Records,time of our lives,pitbull  neyo
Make It Rain,Ed Sheeran,x (Wembley Edition),2013,404480,False,49,Soft Pop,0.618,0.239,8.0,-8.371,0.0,0.0274,0.791,0.0,0.1,0.327,96.846,3.0,Atlantic Records UK,make it rain,ed sheeran
The Blower’s Daughter - The Voice Performance,Matt McAndrew,The Complete Season 7 Collection (The Voice Performance),2015-02-17,199290,False,23,,0.293,0.325,4.0,-7.33,1.0,0.0298,0.526,0.0,0.343,0.175,139.971,5.0,Universal Motown Records Group,the blowers daughter,matt mcandrew
Prayer in C - Robin Schulz Radio Edit,"Lilly Wood and The Prick, Robin Schulz",Prayer in C,2014-05-16,189413,False,78,French Indie Pop,0.763,0.875,9.0,-5.797,0.0,0.0262,0.024,5.41e-06,0.599,0.8,123.013,4.0,WM Germany,prayer in c  robin schulz radio edit,lilly wood and the prick robin schulz
Geronimo,Sheppard,Bombs Away,2015-01-12,218227,False,77,,0.706,0.78,7.0,-6.267,1.0,0.0795,0.451,0.00141,0.115,0.451,142.029,4.0,Decca (UMO),geronimo,sheppard
Like a Cowboy,Randy Houser,How Country Feels,2013-01-22,262133,False,55,Country,0.511,0.687,1.0,-4.328,1.0,0.0326,0.254,2.49e-06,0.108,0.172,139.995,4.0,Stoney Creek Records,like a cowboy,randy houser
Royals - The Voice Performance,Taylor John Williams,Royals (The Voice Performance),2015-02-17,208330,False,8,,0.27,0.638,2.0,-7.873,1.0,0.0448,0.213,0.0,0.114,0.304,86.539,4.0,Universal Motown Records Group,royals,taylor john williams
The Old Rugged Cross - The Voice Performance,Craig Wayne Boyd,The Complete Season 7 Collection (The Voice Performance),2015-02-17,178174,False,23,,0.451,0.484,2.0,-5.788,1.0,0.0251,0.551,1.35e-06,0.108,0.434,80.128,3.0,Universal Motown Records Group,the old rugged cross,craig wayne boyd
Wet Dreamz,J. Cole,2014 Forest Hills Drive,2014-12-09,239266,True,83,Rap,0.495,0.722,6.0,-8.108,0.0,0.357,0.0697,0.0,0.113,0.539,175.627,4.0,Roc Nation Records LLC,wet dreamz,j cole
Make It Rain - The Voice Performance,Matt McAndrew,The Complete Season 7 Collection (The Voice Performance),2015-02-17,216452,False,17,,0.467,0.41,8.0,-6.826,0.0,0.0259,0.152,2.96e-06,0.143,0.382,100.504,3.0,Universal Motown Records Group,make it rain,matt mcandrew
Have Yourself A Merry Little Christmas,Sam Smith,Have Yourself A Merry Little Christmas,2014-12-05,170964,False,44,Soft Pop,0.438,0.178,5.0,-9.402,1.0,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1.0,PLG - Capitol,have yourself a merry little christmas,sam smith
Come Join the Murder - From Sons of Anarchy,"The White Buffalo, The Forest Rangers",Come Join the Murder (From Sons of Anarchy),2014-12-22,448093,False,60,Gothic Country,0.529,0.445,5.0,-7.156,1.0,0.0275,0.67,0.032,0.106,0.179,124.166,4.0,Columbia,come join the murder,the white buffalo  the forest rangers
No Role Modelz,J. Cole,2014 Forest Hills Drive,2014-12-09,292799,True,88,Rap,0.69,0.521,10.0,-8.492,0.0,0.339,0.324,0.0,0.0534,0.494,100.028,4.0,Roc Nation Records LLC,no role modelz,j cole
When I Was Your Man - The Voice Performance,Chris Jamison,The Complete Season 7 Collection (The Voice Performance),2015-02-17,185500,False,5,,0.367,0.443,10.0,-7.286,1.0,0.0303,0.807,0.0,0.0796,0.637,72.837,3.0,Universal Motown Records Group,when i was your man,chris jamison
Break the Rules,Charli xcx,SUCKER,2014-12-15,203907,True,55,Hyperpop,0.676,0.926,0.0,-2.244,0.0,0.0425,0.0305,0.000658,0.0771,0.818,124.019,4.0,Atlantic Records UK,break the rules,charli xcx
Wasted Love - The Voice Performance,Matt McAndrew,The Complete Season 7 Collection (The Voice Performance),2015-02-17,209330,False,24,,0.542,0.447,11.0,-6.818,1.0,0.0281,0.651,0.0,0.119,0.302,97.315,3.0,Universal Motown Records Group,wasted love,matt mcandrew
My Baby’s Got A Smile On Her Face,Craig Wayne Boyd,My Baby’s Got A Smile On Her Face,2015-02-24,197213,False,20,,0.421,0.808,5.0,-3.586,1.0,0.0385,0.0492,4.17e-05,0.254,0.714,165.945,4.0,Universal Motown Records Group,my babys got a smile on her face,craig wayne boyd
Velvet - The Voice Performance,Chris Jamison,The Complete Season 7 Collection (The Voice Performance),2015-02-17,235756,False,12,,0.831,0.488,1.0,-7.564,1.0,0.0894,0.086,0.0,0.192,0.663,99.053,4.0,Universal Motown Records Group,velvet,chris jamison
Lost Without U - The Voice Performance,"Chris Jamison, Adam Levine",The Complete Season 7 Collection (The Voice Performance),2015-02-17,181546,False,15,,0.624,0.546,0.0,-7.435,1.0,0.0924,0.289,0.0,0.339,0.615,170.162,4.0,Universal Motown Records Group,lost without u,chris jamison  adam levine
Masterpiece,Jessie J,Sweet Talker (Deluxe Version),2014-10-10,220653,False,62,,0.661,0.733,0.0,-2.7,0.0,0.0434,0.0153,0.0,0.0982,0.612,143.932,4.0,Lava Music/Republic Records,masterpiece,jessie j
Soldier - The Voice Performance,Damien,The Complete Season 7 Collection (The Voice Performance),2015-02-17,205052,False,6,,0.538,0.574,5.0,-5.71,1.0,0.0257,0.432,0.0,0.0724,0.304,82.017,4.0,Universal Motown Records Group,soldier,damien
Lost Stars - The Voice Performance,"Matt McAndrew, Adam Levine",The Complete Season 7 Collection (The Voice Performance),2015-02-17,194895,False,20,,0.449,0.638,0.0,-6.492,1.0,0.0288,0.0274,0.0,0.176,0.242,82.017,4.0,Universal Motown Records Group,lost stars,matt mcandrew  adam levine
Apparently,J. Cole,2014 Forest Hills Drive,2014-12-09,292865,True,71,Rap,0.802,0.544,5.0,-9.212,1.0,0.0686,0.605,0.0,0.102,0.57,133.992,4.0,Roc Nation Records LLC,apparently,j cole
Lonely Eyes,Chris Young,A.M.,2013-09-16,217413,False,62,Country,0.657,0.674,1.0,-5.273,1.0,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005,4.0,RCA Records Label Nashville,lonely eyes,chris young
Earned It (Fifty Shades Of Grey),The Weeknd,Beauty Behind The Madness,2015-08-28,277680,True,76,,0.657,0.291,2.0,-8.275,0.0,0.0348,0.405,0.0,0.0771,0.405,119.782,3.0,Universal Republic Records,earned it,the weeknd
Can't Stop Dancin',Becky G,Can't Stop Dancin',2014-11-04,198852,False,60,Reggaeton,0.645,0.669,0.0,-7.946,0.0,0.0638,0.00545,0.00138,0.0997,0.568,100.052,4.0,Kemosabe Records/RCA Records,cant stop dancin,becky g
Title,Meghan Trainor,Title (Deluxe),2015-01-12,174733,True,65,,0.779,0.754,5.0,-4.358,1.0,0.0966,0.343,2.6e-06,0.0965,0.883,89.998,4.0,Epic,title,meghan trainor
Take Your Time,Sam Hunt,Montevallo,2014-10-24,243706,False,67,Country,0.558,0.719,11.0,-5.603,1.0,0.0419,0.101,0.0,0.212,0.483,158.031,4.0,MCA Nashville,take your time,sam hunt
What We Ain't Got,Jake Owen,Days of Gold,2013-12-02,218786,False,43,Country,0.537,0.257,9.0,-10.447,1.0,0.0344,0.952,3.89e-05,0.0899,0.169,127.981,4.0,RCA Records Label Nashville,what we aint got,jake owen
A Guy Walks Into a Bar,Tyler Farr,Suffer in Peace,2015-04-27,196000,False,56,Country,0.428,0.78,0.0,-3.472,1.0,0.0373,0.083,0.0,0.115,0.431,147.986,4.0,Columbia Nashville,a guy walks into a bar,tyler farr
Take it On Back,Chase Bryant,Chase Bryant,2014,246613,False,43,Country,0.558,0.814,2.0,-5.378,1.0,0.0645,0.0129,0.0,0.0666,0.672,157.959,4.0,Broken Bow Records,take it on back,chase bryant
Ain't Worth the Whiskey,Cole Swindell,Cole Swindell,2014-02-18,191906,False,63,Country,0.432,0.738,2.0,-3.91,1.0,0.0309,0.042,0.0,0.119,0.503,153.712,4.0,Warner Records,aint worth the whiskey,cole swindell
Elastic Heart,Sia,1000 Forms Of Fear (Deluxe Version),2015-05-04,257200,False,71,,0.421,0.791,9.0,-4.998,1.0,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,4.0,Monkey Puzzle Records/RCA Records,elastic heart,sia
Ayo,"Chris Brown, Tyga",Fan of A Fan The Album (Expanded Edition),2015-02-24,225226,True,76,R&B,0.823,0.563,6.0,-5.095,1.0,0.0443,0.0399,0.0,0.0851,0.682,98.031,4.0,RCA Records/Young Money Entertainment/Cash Money Records,ayo,chris brown  tyga
Love Me Like You Do,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),2018-02-09,253520,False,80,,0.489,0.597,5.0,-6.633,0.0,0.0292,0.27,0.0,0.105,0.323,95.013,4.0,Republic/Universal/FSF,love me like you do,ellie goulding
Irresistible,Fall Out Boy,American Beauty/American Psycho,2015-01-16,206506,False,65,Emo,0.485,0.938,2.0,-3.123,1.0,0.112,0.0706,0.0,0.236,0.444,165.049,4.0,Island Records,irresistible,fall out boy
Best Friends,Sophia Grace,Hollywood - EP,2017-01-17,232928,False,22,,0.52,0.508,6.0,-8.391,0.0,0.257,0.00623,0.051,0.118,0.671,87.795,1.0,SGE Records,best friends,sophia grace
Blank Space,I Prevail,Heart Vs. Mind,2014-12-16,240927,False,67,Metalcore,0.437,0.863,11.0,-5.28,0.0,0.0941,0.00302,0.0,0.144,0.233,194.073,4.0,Fearless Records,blank space,i prevail
Sugar,Maroon 5,V,2014-09-02,235493,True,83,Pop,0.748,0.788,1.0,-7.055,1.0,0.0334,0.0591,0.0,0.0863,0.884,120.076,4.0,Interscope Records*,sugar,maroon 5
Heartbeat Song,Kelly Clarkson,Piece By Piece (Deluxe Version),2015-02-27,198733,False,63,Christmas,0.49,0.798,6.0,-3.66,1.0,0.0489,0.0137,0.0,0.0627,0.479,149.109,4.0,RCA Records Label,heartbeat song,kelly clarkson
Homegrown,Zac Brown Band,JEKYLL + HYDE,2015-04-28,205000,False,74,Country,0.712,0.807,6.0,-3.976,1.0,0.0297,0.0244,0.000122,0.0905,0.936,105.024,4.0,Home Grown Music,homegrown,zac brown band
Uma Thurman,Fall Out Boy,American Beauty/American Psycho,2015-01-16,211573,False,71,Emo,0.623,0.961,4.0,-2.616,0.0,0.0869,0.102,0.000171,0.264,0.668,149.963,4.0,Island Records,uma thurman,fall out boy
Glory (From the Motion Picture Selma),"Common, John Legend",Glory (From the Motion Picture Selma),2014-12-11,272727,False,53,Hip Hop,0.567,0.587,9.0,-5.626,0.0,0.0417,0.867,0.0,0.13,0.572,83.046,4.0,ARTium/Def Jam Recordings a div. of UMG Recordings & Getting Out Our Dreams/Columbia Records/Sony Music Entertainment,glory,common  john legend
Say You Do,Dierks Bentley,RISER,2014-01-01,219360,False,52,Country,0.481,0.733,3.0,-8.171,1.0,0.0368,0.142,0.000547,0.106,0.453,147.859,4.0,Capitol Records Nashville,say you do,dierks bentley
FourFiveSeconds,"Rihanna, Kanye West, Paul McCartney",FourFiveSeconds,2015-01-24,188238,False,80,Rap,0.582,0.272,2.0,-5.662,1.0,0.0501,0.875,0.0,0.13,0.354,205.846,4.0,Roc Nation / Rihanna,fourfiveseconds,rihanna  kanye west  paul mccartney
Trap Queen,Fetty Wap,Fetty Wap (Deluxe),2015-09-25,222093,True,83,,0.746,0.873,7.0,-3.803,1.0,0.128,0.0244,0.0,0.354,0.817,148.075,4.0,300 Entertainment/RGF Productions,trap queen,fetty wap
Immortals,Fall Out Boy,American Beauty/American Psycho,2015-01-16,189386,False,78,Emo,0.616,0.868,2.0,-3.606,1.0,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,4.0,Island Records,immortals,fall out boy
Slow Motion,Trey Songz,Trigga Reloaded,2015-06-23,197854,False,71,R&B,0.733,0.408,7.0,-7.834,0.0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,4.0,Songbook/Atlantic,slow motion,trey songz
Shots - Broiler Remix,"Imagine Dragons, Broiler",Shots EP,2015-05-04,191266,False,64,Norwegian Pop,0.73,0.782,11.0,-7.109,0.0,0.0336,0.411,0.11,0.108,0.606,120.018,4.0,Kid Ina Korner / Interscope,shots,imagine dragons
Budapest,George Ezra,Wanted on Voyage (Expanded Edition),2014-06-30,200733,False,85,,0.717,0.455,5.0,-8.303,1.0,0.0276,0.0846,0.0,0.11,0.389,127.812,4.0,Columbia,budapest,george ezra
Chains,Nick Jonas,Nick Jonas X2,2015-11-20,203106,False,60,,0.591,0.611,0.0,-5.884,0.0,0.0454,0.0153,0.0,0.0757,0.12,76.003,4.0,Safehouse Records / Island Records,chains,nick jonas
Talking Body,Tove Lo,Queen Of The Clouds,2014-09-24,238426,True,73,,0.736,0.761,4.0,-5.449,0.0,0.0338,0.0966,0.0,0.0823,0.114,119.999,4.0,Universal Music AB,talking body,tove lo
I Bet,Ciara,Jackie (Deluxe),2015-05-04,287933,True,60,,0.743,0.618,8.0,-7.227,1.0,0.0732,0.076,0.0,0.0731,0.285,129.034,4.0,Epic,i bet,ciara
Lay Me Down,Sam Smith,In The Lonely Hour,2014-05-26,253208,False,74,Soft Pop,0.418,0.332,4.0,-9.482,1.0,0.0492,0.771,2.01e-05,0.109,0.171,119.164,4.0,PLG - Capitol,lay me down,sam smith
A Little Too Much,Shawn Mendes,Handwritten,2015-04-14,187026,False,59,,0.451,0.507,11.0,-6.24,1.0,0.0316,0.473,0.0,0.108,0.564,165.76,4.0,Island Records,a little too much,shawn mendes
Girl Crush,Little Big Town,Pain Killer,2014-10-17,193320,False,70,Country,0.498,0.225,0.0,-10.22,1.0,0.0302,0.842,0.0,0.112,0.355,173.787,3.0,Capitol Records Nashville,girl crush,little big town
Energy,Drake,If You're Reading This It's Too Late,2015-02-12,181933,True,72,Rap,0.747,0.571,11.0,-7.916,1.0,0.478,0.38,0.0,0.534,0.553,172.104,4.0,Cash Money Records/Young Money Ent./Universal Rec.,energy,drake
Little Red Wagon,Miranda Lambert,Platinum,2014-06-02,204386,False,57,Country,0.584,0.813,6.0,-7.221,1.0,0.0582,0.0297,0.000197,0.272,0.774,95.081,4.0,RCA Records Label Nashville,little red wagon,miranda lambert
One Last Time,Ariana Grande,My Everything (Deluxe),2014-08-22,197266,False,86,Pop,0.628,0.593,8.0,-5.036,1.0,0.0323,0.093,1.65e-06,0.096,0.104,125.025,4.0,Universal Records,one last time,ariana grande
Legend,Drake,If You're Reading This It's Too Late,2015-02-12,241853,True,65,Rap,0.714,0.563,1.0,-7.574,1.0,0.0723,0.0266,0.0,0.0776,0.31,100.091,4.0,Cash Money Records/Young Money Ent./Universal Rec.,legend,drake
10 Bands,Drake,If You're Reading This It's Too Late,2015-02-12,177733,True,65,Rap,0.825,0.756,11.0,-3.687,0.0,0.383,0.265,2.15e-06,0.0762,0.888,172.938,4.0,Cash Money Records/Young Money Ent./Universal Rec.,10 bands,drake
"Where You Belong - From ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,Fifty Shades Of Grey (Original Motion Picture Soundtrack),2015-02-06,297773,False,49,,0.536,0.433,9.0,-7.944,0.0,0.0336,0.189,0.0,0.163,0.0998,119.988,4.0,Fifty Shades of Grey,where you belong,the weeknd
"Honey, I'm Good",Andy Grammer,Magazines Or Novels,2014-08-05,199263,False,78,,0.754,0.802,9.0,-6.424,1.0,0.0551,0.0349,0.0,0.335,0.583,122.026,4.0,S-Curve Records,honey im good,andy grammer
"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",Annie Lennox,Fifty Shades Of Grey (Original Motion Picture Soundtrack),2015-02-10,210520,False,59,Synthpop,0.563,0.383,2.0,-7.544,0.0,0.0322,0.283,2.59e-06,0.127,0.358,173.98,3.0,Fifty Shades of Grey,i put a spell on you,annie lennox
What Kind Of Man,Florence + The Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015-06-01,216176,False,53,Baroque Pop,0.313,0.635,11.0,-4.676,0.0,0.0431,0.0229,0.0,0.129,0.224,114.776,4.0,Universal-Island Records Ltd.,what kind of man,florence  the machine
Wonderland (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,245566,False,68,,0.387,0.703,3.0,-5.956,1.0,0.0545,0.0105,1.1e-05,0.128,0.32,123.18,5.0,Taylor Swift,wonderland,taylor swift
Know Yourself,Drake,If You're Reading This It's Too Late,2015-02-12,275840,True,68,Rap,0.72,0.412,11.0,-8.687,0.0,0.223,0.196,0.0,0.342,0.179,114.408,4.0,Cash Money Records/Young Money Ent./Universal Rec.,know yourself,drake
No Tellin',Drake,If You're Reading This It's Too Late,2015-02-12,310933,True,60,Rap,0.823,0.467,0.0,-10.394,0.0,0.301,0.543,1.06e-06,0.135,0.618,95.026,4.0,Cash Money Records/Young Money Ent./Universal Rec.,no tellin,drake
6 God,Drake,If You're Reading This It's Too Late,2015-02-12,180666,True,63,Rap,0.868,0.623,2.0,-8.595,1.0,0.101,0.0249,0.0,0.125,0.498,105.446,4.0,Cash Money Records/Young Money Ent./Universal Rec.,6 god,drake
Now & Forever,Drake,If You're Reading This It's Too Late,2015-02-12,281320,True,66,Rap,0.555,0.481,6.0,-7.419,1.0,0.0322,0.124,0.0,0.101,0.098,107.793,4.0,Cash Money Records/Young Money Ent./Universal Rec.,now  forever,drake
6 Man,Drake,If You're Reading This It's Too Late,2015-02-12,167653,True,61,Rap,0.568,0.535,4.0,-9.306,1.0,0.513,0.217,0.0,0.114,0.326,83.589,4.0,Cash Money Records/Young Money Ent./Universal Rec.,6 man,drake
Go Hard or Go Home,"Wiz Khalifa, Iggy Azalea",Furious 7: Original Motion Picture Soundtrack,2015-03-17,232772,False,59,Rap,0.653,0.741,4.0,-5.067,0.0,0.0407,0.00293,1.14e-05,0.217,0.386,168.017,4.0,Atlantic Records,go hard or go home,wiz khalifa  iggy azalea
First Kiss,Kid Rock,First Kiss,2015-02-20,280346,False,58,,0.615,0.889,4.0,-2.539,1.0,0.0371,0.00388,0.0,0.0947,0.659,131.96,4.0,Warner Records,first kiss,kid rock
You Are In Love (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,267389,False,72,,0.554,0.509,2.0,-9.403,1.0,0.0455,0.572,2.08e-06,0.113,0.401,85.079,4.0,Taylor Swift,you are in love,taylor swift
Nobody Love,Tori Kelly,Unbreakable Smile,2016-01-29,203453,False,48,,0.753,0.709,1.0,-5.132,0.0,0.0347,0.00623,0.000927,0.0967,0.574,99.967,4.0,Tori Kelly,nobody love,tori kelly
Smoke,A Thousand Horses,Southernality,2015-06-09,219080,False,47,Country,0.433,0.776,7.0,-5.53,1.0,0.029,0.0349,0.00023,0.387,0.424,149.641,4.0,Big Machine Label Group,smoke,a thousand horses
Watch Me (Whip / Nae Nae),Silentó,Watch Me (Whip / Nae Nae),2015-05-04,185142,False,68,,0.821,0.759,8.0,-8.541,1.0,0.121,0.247,0.0,0.321,0.962,140.01,4.0,Capitol Records (US1A),watch me,silento
Paradise - Extended,Big Sean,Dark Sky Paradise,2015-02-23,215440,True,50,,0.801,0.64,8.0,-5.508,0.0,0.278,0.0422,0.0,0.111,0.218,127.986,4.0,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,paradise,big sean
I Really Like You,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,204763,False,74,,0.62,0.805,5.0,-5.538,1.0,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,4.0,Silent Records IGA,i really like you,carly rae jepsen
New Romantics (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,230177,False,75,,0.653,0.848,5.0,-5.936,1.0,0.0583,0.00516,4.24e-06,0.0798,0.724,122.017,4.0,Taylor Swift,new romantics,taylor swift
Don't It,Billy Currington,Summer Forever,2015-06-02,189000,False,66,Country,0.572,0.826,1.0,-4.475,1.0,0.036,0.0446,0.0,0.343,0.713,90.968,4.0,Mercury Nashville,dont,billy currington
She Don't Love You,Eric Paslay,Eric Paslay,2014-01-01,262053,False,50,Country,0.36,0.333,7.0,-8.491,1.0,0.0285,0.335,1.09e-06,0.114,0.17,74.53,1.0,EMI Music Nashville (ERN),she dont love you,eric paslay
Monster,Meek Mill,Monster,2015-03-03,170882,True,53,Rap,0.67,0.75,11.0,-4.954,1.0,0.205,0.0103,0.0,0.338,0.529,94.405,4.0,MMG/Atlantic,monster,meek mill
Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",Skrillex and Diplo present Jack Ü,2015-02-24,250285,False,77,Dubstep,0.432,0.781,4.0,-4.038,0.0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4.0,OWSLA/Mad Decent,where are u now,skrillex  diplo with justin bieber
Believe,Mumford & Sons,Wilder Mind (Deluxe),2015-05-04,221039,False,63,Folk,0.342,0.617,2.0,-7.484,1.0,0.0461,0.0262,0.0548,0.223,0.419,115.092,4.0,Glassnote – VMG M&S,believe,mumford  sons
Want to Want Me,Jason Derulo,Everything Is 4,2015-05-29,207719,False,79,,0.775,0.68,0.0,-5.508,0.0,0.0629,0.00906,0.0,0.109,0.656,114.025,4.0,Beluga Heights/Warner Records,want to want me,jason derulo
Games,Luke Bryan,Spring Break...Checkin' Out,2015-03-06,176293,False,53,Country,0.515,0.907,8.0,-3.451,0.0,0.114,0.194,0.0,0.105,0.836,157.988,4.0,Capitol Records Nashville,games,luke bryan
Bills,LunchMoney Lewis,Bills,2015-02-05,204600,True,62,,0.699,0.747,5.0,-3.453,1.0,0.0964,0.274,0.0,0.486,0.683,126.001,4.0,Kemosabe Records/RCA Records,bills,lunchmoney lewis
Bright,Echosmith,Talking Dreams (Deluxe Edition),2013-10-04,220626,False,59,,0.646,0.431,6.0,-8.517,1.0,0.0262,0.637,6.99e-06,0.113,0.292,90.034,4.0,Warner Records,bright,echosmith
Wild Child (with Grace Potter) (with Grace Potter),"Kenny Chesney, Grace Potter",The Big Revival,2014-09-22,189800,False,48,Country,0.586,0.633,3.0,-7.688,1.0,0.0318,0.475,4.29e-06,0.164,0.445,148.984,4.0,Legacy Recordings,wild child,kenny chesney with grace potter
Little Toy Guns,Carrie Underwood,Greatest Hits: Decade #1,2014-12-09,210760,False,51,Country,0.434,0.868,7.0,-1.208,1.0,0.0603,0.00407,1.98e-06,0.0919,0.204,161.886,4.0,19 Recordings Limited / Arista Nashville,little toy guns,carrie underwood
King Kunta,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,234693,True,78,Hip Hop,0.884,0.657,6.0,-4.569,0.0,0.0977,0.00589,0.0,0.154,0.489,107.059,4.0,Aftermath,king kunta,kendrick lamar
The Blacker The Berry,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,328826,True,66,Hip Hop,0.553,0.852,10.0,-4.08,0.0,0.305,0.00713,0.0,0.463,0.27,176.058,4.0,Aftermath,the blacker the berry,kendrick lamar
Alright,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,219333,True,84,Hip Hop,0.796,0.766,7.0,-5.974,1.0,0.238,0.0742,0.0,0.0827,0.558,110.034,4.0,Aftermath,alright,kendrick lamar
Fairly Local,Twenty One Pilots,Blurryface,2015-05-15,207160,False,67,,0.715,0.723,6.0,-5.993,0.0,0.0569,0.0396,8.57e-05,0.084,0.479,114.985,4.0,Fueled By Ramen,fairly local,twenty one pilots
Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,2015-03-26,219305,True,77,,0.781,0.728,1.0,-4.981,1.0,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,4.0,Roc Nation / Rihanna,b better have my money,rihanna
El Perdón - Forgiveness,"Nicky Jam, Enrique Iglesias",Fénix,2017-01-20,206666,False,50,Reggaeton,0.735,0.719,8.0,-3.838,1.0,0.0357,0.257,0.0,0.0909,0.649,90.01,4.0,Sony Music Latin,el perdon,nicky jam  enrique iglesias
Failure,Breaking Benjamin,Dark Before Dawn,2015-06-23,214853,False,66,Alternative Metal,0.462,0.89,1.0,-4.853,1.0,0.0382,2.99e-05,0.00909,0.0685,0.383,155.008,4.0,Hollywood Records,failure,breaking benjamin
Love You Like That,Canaan Smith,Bronco,2015-06-23,203053,False,59,Country,0.559,0.766,11.0,-5.056,1.0,0.0295,0.0107,6.98e-05,0.194,0.723,145.259,4.0,Mercury Nashville,love you like that,canaan smith
